Date,Name,High,Low,Open,Close,Adj Close
2010-06-03,CVX,74.75,73.13999938964844,74.66000366210938,73.91000366210938,50.53410339355469
2010-06-04,CVX,72.70999908447266,70.80000305175781,72.1500015258789,71.27999877929688,48.73591232299805
2010-06-07,CVX,72.48999786376953,71.19000244140625,71.66000366210938,71.3499984741211,48.783775329589844
2010-06-08,CVX,71.7300033569336,69.81999969482422,71.68000030517578,71.0199966430664,48.55813217163086
2010-06-09,CVX,72.38999938964844,70.5999984741211,71.16999816894531,70.79000091552734,48.4008903503418
2010-06-10,CVX,74.16999816894531,72.69000244140625,72.87000274658203,74.16999816894531,50.71186447143555
2010-06-11,CVX,74.05999755859375,72.79000091552734,73.4800033569336,74.05999755859375,50.63665008544922
2010-06-14,CVX,75.54000091552734,74.16000366210938,74.2300033569336,74.18000030517578,50.71870803833008
2010-06-15,CVX,75.26000213623047,74.18000030517578,74.56999969482422,75.2300033569336,51.436622619628906
2010-06-16,CVX,75.38999938964844,74.44999694824219,74.61000061035156,74.94999694824219,51.24515914916992
2010-06-17,CVX,75.48999786376953,74.19999694824219,75.0199966430664,75.31999969482422,51.4981575012207
2010-06-18,CVX,75.75,74.9000015258789,75.47000122070312,75.5199966430664,51.63488006591797
2010-06-21,CVX,77.25,75.29000091552734,76.80999755859375,75.72000122070312,51.77162551879883
2010-06-22,CVX,75.72000122070312,73.87999725341797,75.44999694824219,74.0,50.59563446044922
2010-06-23,CVX,73.9000015258789,72.1500015258789,73.83999633789062,72.26000213623047,49.405941009521484
2010-06-24,CVX,72.12999725341797,70.69999694824219,71.80000305175781,70.83000183105469,48.42823028564453
2010-06-25,CVX,71.12999725341797,69.87999725341797,71.12999725341797,70.05999755859375,47.90176010131836
2010-06-28,CVX,70.56999969482422,69.62999725341797,70.55999755859375,69.95999908447266,47.83339309692383
2010-06-29,CVX,69.38999938964844,68.0,69.19999694824219,68.36000061035156,46.73942184448242
2010-06-30,CVX,69.05999755859375,67.80000305175781,68.22000122070312,67.86000061035156,46.39756393432617
2010-07-01,CVX,68.30000305175781,66.83000183105469,68.19000244140625,67.4800033569336,46.13774871826172
2010-07-02,CVX,68.1500015258789,66.87000274658203,67.79000091552734,67.30999755859375,46.021522521972656
2010-07-06,CVX,68.31999969482422,66.86000061035156,68.27999877929688,67.55999755859375,46.19244384765625
2010-07-07,CVX,69.5,67.48999786376953,67.81999969482422,69.44999694824219,47.484683990478516
2010-07-08,CVX,70.69000244140625,69.20999908447266,70.18000030517578,70.41000366210938,48.14107894897461
2010-07-09,CVX,72.0,70.05000305175781,70.45999908447266,71.83999633789062,49.11879348754883
2010-07-12,CVX,72.12999725341797,71.3499984741211,71.52999877929688,71.8499984741211,49.12564468383789
2010-07-13,CVX,73.58000183105469,72.5,72.98999786376953,73.2300033569336,50.069183349609375
2010-07-14,CVX,73.12000274658203,72.3499984741211,73.01000213623047,73.05000305175781,49.94609832763672
2010-07-15,CVX,73.2300033569336,72.16000366210938,73.2300033569336,73.04000091552734,49.93926239013672
2010-07-16,CVX,72.83999633789062,71.25,72.6500015258789,71.5,48.88632583618164
2010-07-19,CVX,72.30000305175781,71.48999786376953,71.83999633789062,72.0,49.22817611694336
2010-07-20,CVX,73.20999908447266,70.95999908447266,71.0,73.0999984741211,49.98029327392578
2010-07-21,CVX,73.55000305175781,71.56999969482422,73.33000183105469,72.16999816894531,49.34442138671875
2010-07-22,CVX,74.0,72.58000183105469,72.80000305175781,73.44000244140625,50.21276092529297
2010-07-23,CVX,73.55000305175781,72.66999816894531,73.27999877929688,73.5199966430664,50.26744079589844
2010-07-26,CVX,74.62000274658203,73.41000366210938,73.81999969482422,74.62000274658203,51.01953887939453
2010-07-27,CVX,75.43000030517578,74.5,74.86000061035156,75.30000305175781,51.4844856262207
2010-07-28,CVX,75.66000366210938,75.01000213623047,75.12999725341797,75.55999755859375,51.662261962890625
2010-07-29,CVX,76.37000274658203,75.27999877929688,75.88999938964844,76.0199966430664,51.97675323486328
2010-07-30,CVX,76.37000274658203,74.88999938964844,75.1500015258789,76.20999908447266,52.106666564941406
2010-08-02,CVX,78.33000183105469,77.31999969482422,77.62000274658203,77.80000305175781,53.19380569458008
2010-08-03,CVX,79.12000274658203,77.80999755859375,77.91999816894531,78.66000366210938,53.78181076049805
2010-08-04,CVX,79.0999984741211,78.2300033569336,78.77999877929688,79.0199966430664,54.027931213378906
2010-08-05,CVX,79.19000244140625,78.23999786376953,78.51000213623047,79.06999969482422,54.0621223449707
2010-08-06,CVX,79.0199966430664,77.80999755859375,78.2300033569336,78.7300033569336,53.829647064208984
2010-08-09,CVX,79.43000030517578,78.87000274658203,79.30000305175781,79.29000091552734,54.21254348754883
2010-08-10,CVX,79.4800033569336,78.1500015258789,78.54000091552734,79.04000091552734,54.041603088378906
2010-08-11,CVX,77.9800033569336,77.0199966430664,77.97000122070312,77.12999725341797,52.735687255859375
2010-08-12,CVX,77.77999877929688,76.19999694824219,76.41000366210938,77.06999969482422,52.694664001464844
2010-08-13,CVX,77.7699966430664,76.91000366210938,77.04000091552734,77.4000015258789,52.92030334472656
2010-08-16,CVX,77.83000183105469,76.37000274658203,77.11000061035156,77.70999908447266,53.13225555419922
2010-08-17,CVX,78.08000183105469,77.08000183105469,77.56999969482422,77.7699966430664,53.670528411865234
2010-08-18,CVX,77.7300033569336,76.54000091552734,77.61000061035156,77.04000091552734,53.16675567626953
2010-08-19,CVX,76.81999969482422,75.5,76.72000122070312,75.83999633789062,52.338623046875
2010-08-20,CVX,75.55999755859375,74.55000305175781,75.45999908447266,75.05000305175781,51.79343032836914
2010-08-23,CVX,75.98999786376953,75.05000305175781,75.33999633789062,75.05000305175781,51.79343032836914
2010-08-24,CVX,74.9000015258789,73.62000274658203,74.2699966430664,73.77999877929688,50.916969299316406
2010-08-25,CVX,74.30000305175781,72.56999969482422,73.31999969482422,74.06999969482422,51.11709976196289
2010-08-26,CVX,74.37999725341797,73.0999984741211,74.37000274658203,73.33000183105469,50.60643005371094
2010-08-27,CVX,75.04000091552734,72.93000030517578,73.88999938964844,74.93000030517578,51.710601806640625
2010-08-30,CVX,74.80000305175781,73.77999877929688,74.62999725341797,73.77999877929688,50.916969299316406
2010-08-31,CVX,74.52999877929688,73.2300033569336,73.51000213623047,74.08000183105469,51.12400436401367
2010-09-01,CVX,76.91000366210938,75.23999786376953,75.36000061035156,76.7699966430664,52.98043441772461
2010-09-02,CVX,77.4800033569336,76.47000122070312,76.75,77.44999694824219,53.449710845947266
2010-09-03,CVX,78.0,77.38999938964844,77.38999938964844,78.0,53.82927322387695
2010-09-07,CVX,77.91000366210938,76.97000122070312,77.68000030517578,77.05000305175781,53.17366409301758
2010-09-08,CVX,77.87999725341797,77.06999969482422,77.16000366210938,77.25,53.31168746948242
2010-09-09,CVX,78.27999877929688,77.2699966430664,77.88999938964844,77.36000061035156,53.38760757446289
2010-09-10,CVX,78.81999969482422,77.94000244140625,78.33000183105469,78.81999969482422,54.39516830444336
2010-09-13,CVX,79.51000213623047,78.66999816894531,79.37000274658203,79.25,54.69192123413086
2010-09-14,CVX,79.9800033569336,79.18000030517578,79.25,79.51000213623047,54.871368408203125
2010-09-15,CVX,79.33000183105469,78.5199966430664,79.05999755859375,79.20999908447266,54.66431427001953
2010-09-16,CVX,79.12999725341797,78.38999938964844,78.98999786376953,79.05000305175781,54.55390548706055
