Date,High,Low,Open,Close,Volume,Adj Close,direction,prevclose
03-12-2013,144.9400024,131.5899963,132.6799927,144.6999969,25682400,144.6999969,Up,124.1699982
05-12-2013,143.3500061,139.5,140.1499939,140.4799957,9288400,140.4799957,Up,138.9499969
09-12-2013,141.6999969,134.2100067,137,141.6000061,9061500,141.6000061,Up,137.3600006
10-12-2013,145.8699951,139.8600006,140.0500031,142.1900024,10748200,142.1900024,Up,141.6000061
12-12-2013,148.2400055,138.5299988,139.6999969,147.4700012,10767800,147.4700012,Up,139.6499939
13-12-2013,151.8000031,147.3200073,148.0500031,147.6499939,10591900,147.6499939,Up,147.4700012
16-12-2013,150.4299927,146.1000061,148.4799957,147.9400024,6675300,147.9400024,Up,147.6499939
17-12-2013,154.6300049,146.3200073,147.5800018,152.4600067,10495000,152.4600067,Up,147.9400024
20-12-2013,144.3500061,141.5800018,141.5800018,143.2400055,7412600,143.2400055,Up,140.7200012
23-12-2013,146.2400055,142.6000061,144.8500061,143.5500031,5385500,143.5500031,Up,143.2400055
24-12-2013,154.9700012,149.8200073,150,151.4100037,9941500,151.4100037,Up,143.5500031
26-12-2013,158,154.2899933,155.0399933,155.5,7129500,155.5,Up,151.4100037
30-12-2013,154.8099976,150.75,151.1199951,152.4400024,4467500,152.4400024,Up,151.1199951
07-01-2014,150.3999939,145.25,147.6199951,149.3600006,5034100,149.3600006,Up,147
08-01-2014,153.6999969,148.7599945,148.8500061,151.2799988,6163200,151.2799988,Up,149.3600006
14-01-2014,162,136.6699982,140.5,161.2700043,27607000,161.2700043,Up,139.3399963
15-01-2014,172.2299957,162.1000061,168.4499969,164.1300049,20465600,164.1300049,Up,161.2700043
16-01-2014,172.6999969,162.3999939,162.5,170.9700012,11959400,170.9700012,Up,164.1300049
21-01-2014,177.2899933,170.8099976,171.2400055,176.6799927,9734700,176.6799927,Up,170.0099945
22-01-2014,180.3200073,174.7599945,177.8099976,178.5599976,7022600,178.5599976,Up,176.6799927
